id,hook,title,for,cat,link,comentarios,thumb
ig-DMa-TcOvVKe,,For many of you this was the first video,musician/band,"performance, transition hook, relatable",https://www.instagram.com/reel/DMa-TcOvVKe/?igsh=YzVyMmo3ZTI2MjYy,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/d12aaff25f5e4109d516054b1c2dfcc217793a62.jpg
ig-C5OTNLay0Yh,,You guys asked for a DANCE CHOREO VIDEO for,vocalist/rapper,"performance, transition hook, relatable",https://www.instagram.com/reel/C5OTNLay0Yh/?igsh=cmhyNzhwdTI5aWEy,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/322c88ab07e66c6fb485190619f46f7244d55694.jpg
ig-DHGyZyjogsZ,,This solo has a huge impact on my phrasing,musician/band,"performance, storytelling, relatable",https://www.instagram.com/reel/DHGyZyjogsZ/?igsh=MTlhMDd1MHQ0bzRmMw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/8a3c4cab9ef8aab02e697a33ec4809c12dcf386f.jpg
ig-DJgNxTbs_iC,,Avenged Sevenfold - Natural Born Killer # # #,musician/band,"performance, storytelling, relatable",https://www.instagram.com/reel/DJgNxTbs_iC/?igsh=ZjZpMXZjcHlpeXdj,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/74f69a5bcf315979eb47e6317d5ed8486d1dac28.jpg
ig-C5BixnTrAcR,"POV: it's 2 am, you're drunk and I'm playing this mix",I made this mix 2 yrs ago in my,dj,"performance, educational, relatable",https://www.instagram.com/reel/C5BixnTrAcR/?igsh=Yzduc2trODVvaXcw,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/18872e15bd656f3b51291c44ee818eebec345504.jpg
ig-DM_Y0YmSrQg,,My All,vocalist/rapper,"performance, transition hook, relatable",https://www.instagram.com/reel/DM_Y0YmSrQg/?igsh=Ynp1MnhqamRqejJh,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/e14f8dc2e2b75a89a32ff636853fee7752361055.jpg
ig-DGOw3vjxhCh,Bro might end r@cism with this one,Performance,,performance,https://www.instagram.com/reel/DGOw3vjxhCh/?igsh=MW9pdmtiZTlraXJ1NA==,,
ig-DIoLdB0gU4U,,Relatable · Transition Hook · Performance · Educational,vocalist/rapper,"relatable, transition hook, performance, educational",https://www.instagram.com/reel/DIoLdB0gU4U/?igsh=d3MwemowZmxnZzR6,,
ig-DIUUVI-AccR,,Y'all loved this one on tiktok,musician/band,"performance, storytelling, relatable, educational",https://www.instagram.com/reel/DIUUVI-AccR/?igsh=ZXc1Y2c3ZmFvZjZs,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/f7179c8e9179a7e80ce3bfe2983627a966bc197b.jpg
ig-DEAu6JtIpxR,,there wasnt enough time for the last one,,performance,https://www.instagram.com/reel/DEAu6JtIpxR/?igsh=MTIzd2R3d2lsbHh6Ng==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/1833bc78c508ceacb8f4646a85aa00e01023a416.jpg
ig-DH7bszAMYG5,This part of the show is totally unrehearsed and unplanned every night,the last chorus ended up being so magic such,vocalist/rapper,"performance, relatable, storytelling, motivational / emotional",https://www.instagram.com/reel/DH7bszAMYG5/?igsh=MXZhNmt3dDl5eWNyMg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/12619e5fd36a1f73d31574c8a117dcb5f50ce4b9.jpg
ig-DMlAwWVPx6O,,.,vocalist/rapper,"performance, transition hook, relatable",https://www.instagram.com/reel/DMlAwWVPx6O/?igsh=MXA3ODF3MmQ5anN5dA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/8ecb805dfa57c87ec74f793432e633f0768ac353.jpg
ig-DHUeMARgoUM,,Bohemian Rhapsody mother POV as promised Feel free to,vocalist/rapper,"performance, transition hook",https://www.instagram.com/reel/DHUeMARgoUM/?igsh=MW1lNThweHQyZW11cA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/a1658359fd58e8326a06092e0c5f5a22be25ed8f.jpg
ig-DNpKH4cM0Oq,,Performance · Educational · About Me,dj,"performance, educational, about me",https://www.instagram.com/reel/DNpKH4cM0Oq/?igsh=MW96bHEyd3gyb3FuOA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/e01c91a6e5b998592e1001ac5e608e2046f8c245.jpg
ig-DIuMPijxgqf,"""The Boy is Mine in 2025""",PART 26! Rewriting our childhood for funsies @brandy @monicadenise,vocalist/rapper,"performance, relatable, transition hook",https://www.instagram.com/reel/DIuMPijxgqf/?igsh=MWs1b3g1bXpqeWNhYg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/f1e93345ff512bf3c3e4657cf881665e4deba46b.jpg
ig-DNrPlTs5CQ1,,We dont just tour houses we make it statement.,vocalist/rapper,"para sustituir la categora tendencias de performance en el contexto de tipos de contenido para redes sociales, las mejores opciones de la lista proporcionada son: - performance, transition hook, relatable, educational",https://www.instagram.com/reel/DNrPlTs5CQ1/?igsh=dDhuczJsaDk2dzdm,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/6664b7962755d56ddac532e1286bd2cbd16ff326.jpg
ig-DNJbSAAh9F6,,Pre show ritual,vocalist/rapper,"performance, transition hook, storytelling, educational",https://www.instagram.com/reel/DNJbSAAh9F6/?igsh=N3Jsb21kNHBxYzF0,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/8b9cac9f6cc5c3bdb5b2f46baf41526a158b0454.jpg
ig-DLD0plCp2rS,Studio 1979: I saw we just end the song right here,can you imagine if this happened in the studio,musician/band,"performance, storytelling, relatable",https://www.instagram.com/reel/DLD0plCp2rS/?igsh=cnNndW0zaDBpdjh5,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/39e7619fa995683f4dc3e1a5bb5f5cafa29fb98e.jpg
ig-DHEI9G2tZRj,,"Grooving with The Queen, The One and Only @dey_bass.",musician/band,"performance, storytelling, relatable",https://www.instagram.com/reel/DHEI9G2tZRj/?igsh=bHljcGU5b284ZDNz,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/ef5adad746894e6d4334f2547c72002c59a306a8.jpg
ig-CyGkK5jIQj_,,Raaarrrrrrrrr!!!,musician/band,"performance, storytelling, relatable",https://www.instagram.com/reel/CyGkK5jIQj_/?igsh=MXV3ZDJlM2tseGRkMw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/fe59ea3764231627736fe9c7c16c11b090869aeb.jpg
ig-DGPD7UUyLDs,bro is on a date by himself 💀,SELFISH out on all platforms :),,"performance, transition hook",https://www.instagram.com/reel/DGPD7UUyLDs/?igsh=MTJpZ3l5MW01cG1kcw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/4aabbe224166036bbdca9fd8ace450c8a4917d7e.jpg
ig-DJXkRe-RzSZ,,and I lost it,vocalist/rapper,performance,https://www.instagram.com/reel/DJXkRe-RzSZ/?igsh=MXE3YW1wMmd2eWI5Yw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/748e3937818884dcd5b9e85678afe33c97a7cfaa.jpg
ig-DNONP_axuHG,,you scared me for a second there - @prince,bailarines,"performance, transition hook, relatable",https://www.instagram.com/reel/DNONP_axuHG/?igsh=MWNzZjhkeDN2ZDFrbw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/8e58401aff24ac343f6b930630021981d6291088.jpg
ig-DNOBuHWxNOj,,"Qual o seu favorito? Na ordem: Sire Z7 Moderno,",musician/band,"performance, storytelling, relatable",https://www.instagram.com/reel/DNOBuHWxNOj/?igsh=c3hvaGo0Zmg0Mnln,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/895408f76ce2d5e73868f54819d4ec6aaf6602e4.jpg
ig-DLcuv_kxxpt,,pouca nota @kirkfranklin,musician/band,"performance, storytelling, relatable",https://www.instagram.com/reel/DLcuv_kxxpt/?igsh=MXExcTF0N2dmdXUzNA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/bf7c443cacf59d3c3cea14b7a40164a18631f2c4.jpg
ig-DNQX11Yy1Yq,,Beggin' . . . @maneskinofficial . . . #,musician/band,"performance, about me, storytelling, relatable",https://www.instagram.com/reel/DNQX11Yy1Yq/?igsh=Y2Y4Mml0cjF3enhr,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/b9f5734e0b4b2305deb519b280ad520a4b1c72ae.jpg
ig-DMFtWpEyu5a,,This song . . @sonamohapatra @ramsampathofficial @netflix_in . .,musician/band,"performance, storytelling, educational",https://www.instagram.com/reel/DMFtWpEyu5a/?igsh=MWVuZmUyaHBqY2F5Zg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/f934536a5fba7eb9dd089792b5812e00dae061ee.jpg
ig-DNN6FH8M8lI,,Had to,musician/band,"para la categora ""tendencias de baile"", las mejores etiquetas son: - performance, transition hook, relatable",https://www.instagram.com/reel/DNN6FH8M8lI/?igsh=cHg4bXFsYmlra29l,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/973bd276a7ed3bacbb8219b48612384cf486a2b1.jpg
ig-DGy5oufuZXv,,Whats up yall!! Today we got a lil chill,musician/band,"performance, storytelling, relatable",https://www.instagram.com/reel/DGy5oufuZXv/?igsh=MWdmZTA4a3dyaXR3dQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/17c0b6597fe32b4217584f8cd1702a36496bb007.jpg
ig-DHHd7bjO-jZ,,Whats up yall!! Today we got a banger arrangement,musician/band,"performance, storytelling, relatable",https://www.instagram.com/reel/DHHd7bjO-jZ/?igsh=MWowbTN5dGR1YnI3Mw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/1b5fa62eaa8043d5ab035b8c18d095818950ce05.jpg
ig-DMLIiqHoh5J,,Performance · About Me · Storytelling,musician/band,"performance, about me, storytelling",https://www.instagram.com/reel/DMLIiqHoh5J/?igsh=Mm42M3dqcDIxOTRk,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/895942e5aed3e26dc1596dbd37923b6f2067ff98.jpg
ig-DJmdQs1Kqjd,,Remember to be nice(r),musician/band,"performance, storytelling, relatable",https://www.instagram.com/reel/DJmdQs1Kqjd/?igsh=MWgycXF0MXBtem13dQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/909c194225971ff75fae3fc0f57824178270a506.jpg
ig-DIKoh8xvg9B,POV you thought she was into you,Had to post this in celebration of 3M streams,,"performance, transition hook, relatable",https://www.instagram.com/reel/DIKoh8xvg9B/?igsh=bzBiNGdtMDJlZWNr,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/0b19a1802281efbe344d4aae1310d821336f85cc.jpg
ig-DNGpjpMR78E,,"Adventure of Lifetime, con lirycs de DtMF y el",musician/band,"performance, storytelling, relatable",https://www.instagram.com/reel/DNGpjpMR78E/?igsh=MTNwYWt2ZG9vdWNiNw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/f4681a7d36fd1d4e10650beef5297b083a8843ff.jpg
ig-DKQAisuNf8-,,Throwing it back to this absolute classic. What are,vocalist/rapper,"performance, educational, storytelling, relatable",https://www.instagram.com/reel/DKQAisuNf8-/?igsh=ajE4YWZtc2d6N3Mz,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/35f0206c9728d986ba554450563e0286da3be7bb.jpg
ig-DMxqajvIxZq,,Performance · Storytelling · Relatable,musician/band,"performance, storytelling, relatable",https://www.instagram.com/reel/DMxqajvIxZq/?igsh=MTlqeGgwc3J1Yjlnaw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/dd34b19dc4f5aad015504334bf8fbf239a6e71e3.jpg
ig-DGq5gQjO_va,What's an overplayed guitar solo?,Whats an overplayed guitar solo? /song: Sweet Child of,musician/band,"performance, storytelling, relatable",https://www.instagram.com/reel/DGq5gQjO_va/?igsh=MTlzZGd0Y2gwZ2k2OQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/54172c0636ef9bf260f2306cc1b93635180c6147.jpg
ig-C1IsLeJpFJD,,Trashy Tone Thursday,,"performance, storytelling, relatable",https://www.instagram.com/reel/C1IsLeJpFJD/?igsh=MWdkeGJub2pucTkw,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/1a6d743ef216bca172a962d3abc8f57e9ccc99ee.jpg
ig-DM_mtw_pP42,Proof drummers control the song,Crazy by @ceelogreen with the drums changing in feel/style,musician/band,"performance, storytelling, educational",https://www.instagram.com/reel/DM_mtw_pP42/?igsh=ZWpnMTdobWlxMW9t,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/e85a9b408d404967569169e0f954e0e43478292e.jpg
ig-DIT_Zpgx9W5,,How many boomwhalkers does it take to cover Industry,musician/band,"performance, storytelling, relatable",https://www.instagram.com/reel/DIT_Zpgx9W5/?igsh=eHh3dnZtaXAycnhy,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/a319db9bbf36569c799a124fc552ef76441874d0.jpg
ig-DHhRFFVsy0L,,Tennessee Love Song,vocalist/rapper,"performance, relatable, transition hook",https://www.instagram.com/reel/DHhRFFVsy0L/?igsh=aHR2Z2VmNXo0dDZ3,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/5a42002c68c2cc4adb068de2ff53a30e7296c303.jpg
ig-DM5ZF3DIrhV,HIP HOP with real drums makes me 😩,Trying to match the drums to @_ericjamal s flow,musician/band,"performance, storytelling, educational",https://www.instagram.com/reel/DM5ZF3DIrhV/?igsh=MXU5dTFreWdoaG42NQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/2ffab71e0edb1f90e502927ddb37162b90e2dc0d.jpg
ig-DFJd1Juoygw,,Two Classics >> In Your Arms ++ Ascension Live,dj's,"performance, educational, relatable",https://www.instagram.com/reel/DFJd1Juoygw/?igsh=M3JodzFlNzNrMnpw,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/6e9bf22d8ea7d7f396706a43d8ed17fe928a515a.jpg
ig-DNbJvDqxBCl,,Melhor amigo - @nairnanyofficial Ficha Tcnica: Produo Musical e,vocalist/rapper,"performance, relatable, transition hook",https://www.instagram.com/reel/DNbJvDqxBCl/?igsh=eXdoaXQyaDQweXhu,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/1d75cf89a84f457fd3b789757a429c739bcbb2a7.jpg
ig-DGi1PVaSaLA,,This is Chuckiis Jam - the intro to our,,"para la categora de tendencias bandas, msicos, las clasificaciones ms adecuadas son: - performance, transition hook, relatable, comedy/sketch",https://www.instagram.com/reel/DGi1PVaSaLA/?igsh=MXByM3lnNmFlM2JsaQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/0fc536f1d41972ed3fd1b94540a7b36ff95f4428.jpg
ig-DJkUQ5ABnzT,,SILENCE REMIX OUT THIS WEDNESDAY made this for my,dj,"performance, educational, relatable",https://www.instagram.com/reel/DJkUQ5ABnzT/?igsh=NXVhdHRkZjlibzg4,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/01976b622a28791bf4262053002fa298c7d333fe.jpg
ig-DM-kSYwRI47,,shes so beautiful : @/andyparkj,vocalist/rapper,"transition hook, performance, educational, motivational / emotional",https://www.instagram.com/reel/DM-kSYwRI47/?igsh=MzducXJsOXdrejY1,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/bf6b36e48c6d4e4d2ed9ba1a0a98777a73419897.jpg
ig-DHpIhEcsUmk,"La otra vez, estaba cambiando por la calle 🗣️",@warnermusicmex aydenme a hacer una plantilla de @capcutapp de,,"basado en la clasificacin inicial de tendencia performance y las opciones proporcionadas, las mejores categoras para sustituirla son: - performance, transition hook",https://www.instagram.com/reel/DHpIhEcsUmk/?igsh=MXFjc2owMHJqZ3d2dA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/6d032c161bf83ea2e56d4656983dcadc969de46b.jpg
ig-DJjzn0NzKG1,,Bon Jovi - It's My Life,musician/band,"performance, storytelling, relatable",https://www.instagram.com/reel/DJjzn0NzKG1/?igsh=MXhtMWhyMHM0b2k5bQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/772525e54b93ce82c42debb2540d6791dbb5cfb3.jpg
ig-DI6WzR1z419,,Tokyo Drift / HAL Drum Cover @thefastsaga @project__gr @project__gr,musician/band,"performance, relatable, storytelling",https://www.instagram.com/reel/DI6WzR1z419/?igsh=ZGp6ZnkzamI0OHk2,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/7baaab8dd2e84650198b9a83222c665ef132ec87.jpg
ig-DGkwsLQSF6P,,Green Day - Boulevard of Broken Dreams / HAL,musician/band,"performance, storytelling, about me, relatable",https://www.instagram.com/reel/DGkwsLQSF6P/?igsh=MXNmOGtqdmJjOGg1aQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/b27e709eaba3eb452025e59ee6cdd88af1c59129.jpg
ig-DJB_vOFyKKf,,5/10 * ! #,vocalist/rapper,"performance, relatable, transition hook",https://www.instagram.com/reel/DJB_vOFyKKf/?igsh=eW8wcDV3dGhsOXpw,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/f5b7b677aeea1f57eebc5aa3f33aa62930a8e733.jpg
ig-DNL7A9qSujl,My band stopped during my set at outsiderlands cus I Did the wrong riff,haters will say i planned this lol THANK U,musician/band/ vocalist/rapper,"performance, relatable, transition hook",https://www.instagram.com/reel/DNL7A9qSujl/?igsh=cWswY2pyZTlseTQ4,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/0768417b413c8e79f4e0d66c20c6b11b417c499d.jpg
ig-DNlUGPPtPLD,Las voces crudas de Amy Lee son realmente demenciales,"Tiene tanto talento... Bring Me to Life de Evanescence,",vocalist/rapper,"performance, storytelling, educational",https://www.instagram.com/reel/DNlUGPPtPLD/?igsh=OTRpdXc5aWJ4YjV5,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/c0c56dcadd73628b6159c4cd22560a2c67fdd57c.jpg
ig-DKDVlQlNfvm,Cierra los ojos y escucha esta versión.,En quien pensaste? En JUNIO sale esta version,vocalist/rapper,"performance, transition hook, relatable",https://www.instagram.com/reel/DKDVlQlNfvm/?igsh=N2pxYnRxZzFpcWho,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/cd2ab78c8e6b255c56528e86186049fc9a0e41c8.jpg
ig-DMGGp6rOHtf,,"If breakdowns were medicine, this song would cure everything",musician/band,"performance, storytelling, relatable",https://www.instagram.com/reel/DMGGp6rOHtf/?igsh=MWFhbzc0bXNsM290bg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/9d60afcb0b2ddde6419f31633eeaebc57866d009.jpg
ig-DNQvZQaMvOC,5 típs que transformarán tu musicalidad,5 instrumentos esenciales en la salsa: Maracas Giro Congas,bailarines,"performance, transition hook, relatable",https://www.instagram.com/reel/DNQvZQaMvOC/?igsh=MXd5NWZycGpocW5zYQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/d66ff22bc40d9d294615290ea80d5735753e6e0e.jpg
ig-DGYU-hKzn7d,,I adore you INDIA,musician/band,"performance, storytelling, relatable",https://www.instagram.com/reel/DGYU-hKzn7d/?igsh=MWQzY2FmOXFtMXBsbg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/c957f372dba76a820647d1f2a4664274ae119b77.jpg
ig-C4QiLonLOz3,,Tattoo from an empty garage,,"performance, relatable, transition hook",https://www.instagram.com/reel/C4QiLonLOz3/?igsh=MWx4Z3d2eDc5eDBxdQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/9468d58f232a421e19893da13ad1c8d0cec11300.jpg
ig-DDvFhSRxEZ7,When you think You're just a girl but you have the music taste of a 55 year old divorced dad,59 to be exact @rags_2richz,vocalist/rapper,"educational, performance, relatable, transition hook",https://www.instagram.com/reel/DDvFhSRxEZ7/?igsh=ZXR4OXYzYWh5cGIx,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/8562df4e209189aa79a03195744c79f0b490c7ce.jpg
ig-DMGAWrIgU_i,,Wrong & Funhouse drop July 25th,vocalist/rapper,"performance, transition hook, educational",https://www.instagram.com/reel/DMGAWrIgU_i/?igsh=dW9qYXl2cmdxcDll,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/75181c8f798165a43e9eab5aa702b2f7b0060037.jpg
ig-DNjcmH6BQka,,Love seeing all your covers of Forbidden Fruit! Heres,vocalist/rapper,"performance, transition hook",https://www.instagram.com/reel/DNjcmH6BQka/?igsh=MTZzdGZ5bnRuNzc0OQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/02500f4c9b1f97eaf87743348022a3a3975a5d4b.jpg
ig-DHdVenYARj0,,". . . . , , B L O",musician/band,"performance, storytelling, relatable",https://www.instagram.com/reel/DHdVenYARj0/?igsh=MXYyZWhrbHd4eGt5cg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/b132188bdd862a08e8f8a86aab5a8640eccb7061.jpg
ig-DFwD4VDyhDU,POV: you thought you were gonna be together forever,Anyone need this song for Valentines Day?,,"performance, storytelling, relatable",https://www.instagram.com/reel/DFwD4VDyhDU/?igsh=Nnd5ZGo3NmxsZ2cz,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/f273fcfa2543e10b5bfbecba4cfaf6916a60bda8.jpg
ig-DNoGzc7BG8y,,our official audition to become members of @soulidifiedmusic…,vocalist/rapper,"performance, transition hook, relatable, storytelling",https://www.instagram.com/reel/DNoGzc7BG8y/?igsh=Zmxzb2lkODF3ZnBn,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/7eb85b324f0cd9b94a4a34564a32add2aee19deb.jpg
